fighter,Age,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,CurrentLoseStreak,CurrentWinStreak,DecOdds,Draws,ExpectedValue,HeightCms,LongestWinStreak,Losses,Odds,ReachCms,TotalRoundsFought,TotalTitleBouts,WeightLbs,Wins,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage
Alexandre Pantoja,29.9375,23.43452142857143,0.46273333333333333,1.1977800000000003,1.526666666666667,0.4616,0.1875,1.9375,193.78571428571428,0.0,63.179385714285715,165.1,2.8125,1.8125,-156.14285714285714,170.259375,18.8125,0.75,125.0,5.6875,0.0,1.125,1.3125,1.125,2.125,0.0
Kai Asakura,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,215.0,172.72,0.0,0.0,215.0,175.26,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shavkat Rakhmonov,27.571428571428573,3.3414285714285716,0.51,1.7428571428571427,1.0642857142857143,0.20714285714285713,0.0,3.0,275.0,0.0,41.39906666666667,185.42000000000002,3.0,0.0,-307.0,195.57999999999998,4.857142857142857,0.0,170.0,3.0,0.0,0.0,0.0,0.5714285714285714,2.4285714285714284,0.0
Ian Machado Garry,25.666666666666668,5.5,0.5499999999999999,0.3,0.77,0.5499999999999999,0.0,5.5,257.5,0.0,87.4186,190.5,5.5,0.0,-192.6,187.96,13.166666666666666,0.0,170.0,5.5,0.0,0.3333333333333333,2.6666666666666665,2.5,0.0,0.0
Ciryl Gane,31.416666666666668,5.201818181818182,0.557,0.6066666666666668,0.9341666666666667,0.3516666666666666,0.5,2.25,305.25,0.0,44.113683333333334,193.04,5.166666666666667,1.1666666666666667,-300.6666666666667,204.89333333333335,16.333333333333332,1.5,244.08333333333334,6.0,0.0,0.0,1.75,1.4166666666666667,1.5833333333333333,0.0
Alexander Volkov,31.6875,24.815113333333333,0.5741333333333333,0.14666666666666667,0.6479999999999999,0.609,0.1875,1.5625,354.0625,0.0,120.42711249999999,200.66,3.375,2.0625,-0.375,203.2,24.75,0.0,250.0,6.125,0.0,0.9375,2.0,3.0625,0.125,0.0
Bryce Mitchell,26.5,6.66625,0.5577777777777777,1.6666666666666667,2.847777777777778,0.38,0.2,2.2,138.25,0.0,69.5507,177.8,3.9,0.4,-193.75,177.82,11.6,0.0,145.0,4.1,0.9,0.0,2.5,0.0,0.7,0.0
Kron Gracie,32.75,4.21,0.425,0.6333333333333333,0.6066666666666666,0.25,0.75,0.25,763.25,0.0,214.656425,175.26,0.75,0.75,75.5,177.8,3.0,0.0,145.0,0.75,0.0,0.0,0.0,0.0,0.75,0.0
Nate Landwehr,33.44444444444444,6.42625,0.41777777777777775,0.6666666666666666,0.6666666666666666,0.2733333333333333,0.3333333333333333,0.8888888888888888,376.6666666666667,0.0,146.45041111111112,175.26,1.6666666666666667,1.8888888888888888,49.44444444444444,182.88,8.0,0.0,145.0,2.3333333333333335,0.4444444444444444,0.0,0.6666666666666666,0.1111111111111111,0.8888888888888888,0.0
Dooho Choi,27.125,11.78945,0.5954285714285714,0.2285714285714286,0.32857142857142857,0.14142857142857143,0.75,0.875,462.125,0.25,68.5172,177.48250000000002,2.25,1.125,-158.75,177.8,6.0,0.0,145.0,2.375,0.0,0.0,0.0,2.375,0.0,0.0
Dominick Reyes,30.181818181818183,11.16533,0.5112,0.41333000000000003,0.42633,0.3433,0.9090909090909091,1.6363636363636365,454.09090909090907,0.0,86.37353636363638,193.04,4.2727272727272725,1.2727272727272727,-167.27272727272728,195.58,10.818181818181818,0.8181818181818182,205.0,4.363636363636363,0.0,0.6363636363636364,0.7272727272727273,2.090909090909091,0.9090909090909091,0.0
Anthony Smith,31.0,16.410847826086957,0.4646521739130435,0.47774347826086955,0.44436956521739135,0.18339130434782613,0.4583333333333333,0.9583333333333334,701.2916666666666,0.0,181.30652083333334,193.04,2.4583333333333335,5.541666666666667,100.29166666666667,193.04,31.541666666666668,0.5416666666666666,205.0,7.916666666666667,0.0,0.16666666666666666,0.9166666666666666,4.5,2.3333333333333335,0.0
Vicente Luque,27.38095238095238,14.868373684210527,0.5046,0.73329,0.7838550000000001,0.3237,0.3333333333333333,1.7619047619047619,328.6666666666667,0.0,53.49685238095239,180.34000000000003,4.285714285714286,2.4761904761904763,-291.8095238095238,190.5,20.761904761904763,0.0,170.0,8.0,0.0,0.47619047619047616,0.09523809523809523,4.428571428571429,2.9523809523809526,0.0
Themba Gorimbo,32.666666666666664,2.82,0.65,0.3,4.464999999999999,0.6150000000000001,0.16666666666666666,1.6666666666666667,309.0,0.0,107.72018,185.42,1.6666666666666667,0.8333333333333334,-85.2,195.58,5.666666666666667,0.0,170.0,1.6666666666666667,0.0,0.0,1.1666666666666667,0.5,0.0,0.0
Movsar Evloev,27.22222222222222,4.3175,0.44375,0.15000000000000002,4.375,0.4125,0.0,4.0,-49.44444444444444,0.0,33.83663333333334,170.18,4.0,0.0,-389.55555555555554,182.88,12.0,0.0,145.0,4.0,0.0,0.5555555555555556,3.4444444444444446,0.0,0.0,0.0
Aljamain Sterling,29.095238095238095,29.82292,0.5109,1.02355,2.3309900000000003,0.44489999999999996,0.23809523809523808,2.8095238095238093,166.0952380952381,0.0,85.2485523809524,170.17999999999998,4.714285714285714,2.142857142857143,-118.85714285714286,180.34000000000003,27.666666666666668,1.2380952380952381,137.85714285714286,7.857142857142857,0.0,0.38095238095238093,3.619047619047619,1.0952380952380953,2.4761904761904763,0.0
Randy Brown,29.36842105263158,14.169411764705883,0.4662222222222222,0.6694444444444445,0.7696333333333334,0.37050000000000005,0.2631578947368421,1.263157894736842,280.8333333333333,0.0,95.88242777777778,190.5,2.3157894736842106,2.9473684210526314,-77.77777777777777,198.11999999999998,22.210526315789473,0.0,170.0,6.052631578947368,0.0,0.3157894736842105,2.473684210526316,1.4736842105263157,1.7894736842105263,0.0
Bryan Battle,28.125,4.9775,0.51625,0.7625000000000001,1.19875,0.35750000000000004,0.125,1.5,206.875,0.0,72.93642500000001,185.42,2.25,0.5,-93.25,195.58,7.75,0.0,171.875,3.0,0.0,0.0,0.75,1.125,1.125,0.0
Chris Weidman,31.95,21.273363157894735,0.4495263157894736,0.7469368421052632,2.985863157894737,0.6515263157894736,0.6,2.4,314.8125,0.0,89.87413000000001,187.96,6.75,2.15,-99.25,198.11999999999998,22.3,3.0,187.0,7.35,0.0,0.0,2.6,2.65,2.1,0.0
Eryk Anders,32.8235294117647,17.66041875,0.51925,0.08541875,1.685625,0.3404375,0.7647058823529411,0.47058823529411764,332.6470588235294,0.0,89.6110411764706,185.42,1.8235294117647058,3.8823529411764706,-154.05882352941177,190.5,22.352941176470587,0.0,187.35294117647058,4.176470588235294,0.0,0.4117647058823529,1.2352941176470589,2.235294117647059,0.0,0.0
Cody Durden,31.454545454545453,3.2263636363636365,0.4981818181818182,0.8272727272727274,4.414545454545455,0.47818181818181815,0.5454545454545454,1.0909090909090908,303.3333333333333,1.0,135.7308111111111,170.18000000000004,2.1818181818181817,2.1818181818181817,75.77777777777777,170.18000000000004,12.636363636363637,0.0,125.0,2.909090909090909,0.0,0.0,2.1818181818181817,0.6363636363636364,0.09090909090909091,0.0
Joshua Van,22.0,8.469999999999999,0.525,0.0,1.4100000000000001,0.5650000000000001,0.16666666666666666,1.1666666666666667,103.75,0.0,66.67774,165.1,2.0,0.3333333333333333,-169.6,165.1,7.0,0.0,125.0,2.1666666666666665,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.0
Michael Chiesa,29.7,9.986261111111112,0.3992631578947368,0.9980947368421053,2.302268421052632,0.4237368421052631,0.55,1.15,326.3,0.0,101.927005,185.42000000000002,2.65,2.95,-67.5,190.5,20.15,0.75,170.0,6.55,0.0,0.0,2.3,0.0,4.25,0.0
Max Griffin,34.0,14.084375000000001,0.46549999999999997,0.409375,1.06,0.3116875,0.5882352941176471,0.6470588235294118,296.3125,0.0,132.1824125,180.34,1.5294117647058822,4.470588235294118,32.0,193.04,21.529411764705884,0.0,170.0,3.5294117647058822,0.5882352941176471,0.23529411764705882,1.0588235294117647,1.6470588235294117,0.0,0.0
Clay Guida,34.74074074074074,19.10524444444445,0.3465555555555556,0.6536592592592593,3.0323851851851855,0.38222222222222224,0.7037037037037037,0.7407407407407407,287.1818181818182,0.0,173.69714444444446,170.18000000000004,3.8518518518518516,10.88888888888889,77.18518518518519,177.80000000000004,64.92592592592592,0.5185185185185185,155.0,13.222222222222221,0.0,2.8518518518518516,4.962962962962963,1.4444444444444444,3.8518518518518516,0.0
Chase Hooper,22.3,4.882222222222222,0.5313000000000001,2.5,1.075,0.185,0.2,1.0,355.0,0.0,64.12710000000001,185.42000000000002,1.8,1.8,-228.1,188.341,12.3,0.0,151.0,3.6,0.0,0.0,1.0,1.3,1.0,0.0
Kennedy Nzechukwu,29.615384615384617,5.16,0.4449999999999999,0.15,0.4466666666666666,0.33749999999999997,0.5384615384615384,1.0,358.75,0.0,67.10068461538461,195.6123076923077,2.3846153846153846,2.4615384615384617,-210.76923076923077,210.83384615384617,18.076923076923077,0.0,205.0,5.230769230769231,0.0,0.8461538461538461,0.8461538461538461,3.230769230769231,0.3076923076923077,0.0
Lukasz Brzeski,31.0,4.8999999999999995,0.5,0.5,0.46,0.5,1.1666666666666667,0.3333333333333333,540.0,0.0,251.0,193.04,1.0,2.1666666666666665,251.0,198.12,9.166666666666666,0.0,236.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
Petr Yan,27.692307692307693,22.266666666666666,0.5356666666666666,0.12360833333333332,1.365,0.39733333333333337,0.5384615384615384,1.9230769230769231,122.3076923076923,0.0,36.6421,170.18,5.0,1.1538461538461537,-371.3076923076923,170.18,20.46153846153846,1.7692307692307692,135.0,5.461538461538462,0.0,0.0,2.6153846153846154,2.8461538461538463,0.0,0.0
Deiveson Figueiredo,32.6875,6.951553333333334,0.5238666666666666,2.3022199999999997,1.6231133333333334,0.4365333333333333,0.1875,1.75,309.42857142857144,0.4375,97.71778571428571,165.1,3.8125,1.375,-26.714285714285715,172.72,21.3125,2.4375,128.125,6.875,0.0,0.9375,1.25,3.0,1.6875,0.0
Yan Xiaonan,31.166666666666668,29.959699999999998,0.4257272727272728,0.0,0.6627272727272727,0.49090909090909096,0.3333333333333333,2.0,65.0,0.0,120.49187272727272,165.09999999999997,4.25,0.8333333333333334,-47.27272727272727,160.02,16.416666666666668,0.3333333333333333,115.0,4.666666666666667,0.25,0.0,4.25,0.16666666666666666,0.0,0.0
Tabatha Ricci,27.77777777777778,4.263333333333334,0.35444444444444445,0.1,2.6300000000000003,0.3333333333333333,0.2222222222222222,1.4444444444444444,186.11111111111111,0.0,118.05264444444444,154.94,2.4444444444444446,1.2222222222222223,-43.666666666666664,154.94,10.555555555555555,0.0,116.11111111111111,2.7777777777777777,0.0,0.2222222222222222,2.0,0.0,0.5555555555555556,0.0
Song Kenan,30.727272727272727,7.242,0.5425,0.0,0.21400000000000002,0.162,0.45454545454545453,0.7272727272727273,444.5,0.0,135.26007142857142,182.88000000000002,1.7272727272727273,1.7272727272727273,-5.714285714285714,180.33999999999997,10.363636363636363,0.0,170.0,3.272727272727273,0.0,0.0,1.0,2.272727272727273,0.0,0.0
Muslim Salikhov,36.833333333333336,3.8063636363636366,0.47,0.0,1.041818181818182,0.3281818181818182,0.4166666666666667,1.4166666666666667,331.72727272727275,0.0,85.15779090909092,180.34,3.3333333333333335,1.75,-89.9090909090909,177.79999999999998,12.5,0.0,170.0,3.75,0.0,0.6666666666666666,1.1666666666666667,1.9166666666666667,0.0,0.0
Wang Cong,32.0,6.4399999999999995,0.525,4.8,2.41,0.75,0.0,1.5,-110.0,0.0,10.5263,167.64,1.5,0.0,-950.0,167.64,1.5,0.0,125.0,1.5,0.0,0.0,0.0,0.5,1.0,0.0
Gabriella Fernandes,29.75,3.6625,0.4825,0.075,0.6425,0.21,0.75,0.25,455.0,0.0,271.4321,167.64,0.25,1.25,164.25,167.64,4.5,0.0,125.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
Volkan Oezdemir,30.333333333333332,21.09307692307692,0.49914285714285717,0.042857142857142864,0.33999999999999997,0.20014285714285718,0.6666666666666666,0.8666666666666667,628.3333333333334,0.0,172.27554,188.2986666666667,2.6,2.933333333333333,96.73333333333333,190.5,15.6,0.7333333333333333,205.0,4.066666666666666,0.0,1.4,0.26666666666666666,2.2666666666666666,0.13333333333333333,0.0
Carlos Ulberg,31.875,8.341249999999999,0.59,0.25,0.8025,0.65625,0.125,2.75,355.7142857142857,0.0,54.31117142857142,193.04,2.875,0.875,-223.57142857142858,195.58,7.375,0.0,205.0,3.625,0.0,0.0,0.75,2.625,0.25,0.0
Zhang Mingyang,25.5,8.9,0.56,0.0,0.0,0.0,0.0,1.5,950.0,0.0,67.67675,187.96,1.5,0.0,-167.5,190.5,1.5,0.0,205.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0
Ozzy Diaz,34.0,2.21,0.43,0.0,0.0,0.0,1.0,0.0,1400.0,0.0,210.0,193.04,0.0,1.0,210.0,200.66,2.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baergeng Jieleyisi,28.0,1.75,0.38,0.3,1.65,0.75,0.0,2.0,300.0,0.0,190.0,175.26,2.0,1.0,190.0,177.8,8.0,0.0,135.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
SuYoung You,28.0,2.11,0.42,0.3,4.67,0.58,0.0,2.0,,0.0,43.4783,167.64,2.0,0.0,-230.0,165.1,6.0,0.0,135.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Kiru Sahota,29.0,4.05,0.52,0.5,0.92,0.33,0.0,2.0,,0.0,102.0,177.8,2.0,0.0,102.0,185.42,6.0,0.0,125.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
DongHun Choi,25.0,4.54,0.66,0.0,0.46,0.14,0.0,2.0,150.0,0.0,81.9672,165.1,2.0,0.0,-122.0,167.64,6.0,0.0,125.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Shi Ming,30.0,3.48,0.39,0.0,0.37,0.16,0.0,2.0,480.0,0.0,380.0,157.48,2.0,0.0,380.0,152.4,6.0,0.0,115.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Feng Xiaocan,22.0,5.43,0.5,0.0,1.08,1.0,0.0,2.0,-195.0,0.0,20.4082,170.18,2.0,0.0,-490.0,167.64,4.0,0.0,115.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Nyamjargal Tumendemberel,26.0,3.13,0.38,2.4,2.42,0.31,0.0,2.0,450.0,0.0,102.0,170.18,2.0,0.0,102.0,180.34,4.0,0.0,125.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Carlos Hernandez,29.5,4.075,0.4583333333333333,0.19999999999999998,1.1666666666666667,0.17666666666666667,0.6666666666666666,0.6666666666666666,336.0,0.0,186.15814,172.72,1.8333333333333333,1.1666666666666667,99.6,170.18000000000004,8.833333333333334,0.0,125.0,2.3333333333333335,0.0,1.8333333333333333,0.5,0.0,0.0,0.0
Lone'er Kavanagh,25.0,3.62,0.43,0.0,0.0,0.0,0.0,1.0,150.0,0.0,32.2581,162.56,1.0,0.0,-310.0,170.18,1.0,0.0,125.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Jose Ochoa,23.0,3.33,0.31,1.0,0.0,0.0,0.0,0.0,750.0,0.0,250.0,170.18,0.0,0.0,250.0,170.18,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xiao Long,26.0,5.19,0.51,0.0,0.9199999999999999,0.275,0.5,1.0,185.0,0.0,69.4444,172.72,2.0,1.5,-144.0,177.8,10.5,0.0,135.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Quang Le,32.5,2.045,0.29,0.0,1.85,0.20500000000000002,0.5,0.0,562.5,0.0,293.0,167.64,0.0,0.5,293.0,177.8,1.5,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maheshate,23.2,3.8920000000000003,0.28200000000000003,0.0,0.0,0.0,0.6,0.8,378.75,0.0,106.85891999999998,182.88,1.8,1.0,-5.0,180.34,7.0,0.0,155.0,2.0,0.0,0.2,1.0,0.8,0.0,0.0
Nikolas Motta,29.8,3.192,0.338,0.0,0.0,0.0,0.4,0.6,708.0,0.0,154.09804,175.26,1.0,1.2,65.0,177.8,7.0,0.0,155.0,1.8,0.0,0.0,1.0,0.8,0.0,0.0
Jon Jones,27.210526315789473,35.343457894736844,0.5612631578947368,0.5167526315789474,2.0635263157894737,0.5893157894736842,0.10526315789473684,7.631578947368421,387.25,0.0,25.704931578947367,193.04,9.263157894736842,1.105263157894737,-516.0,213.36000000000004,37.26315789473684,6.631578947368421,209.52631578947367,12.0,0.0,0.15789473684210525,4.526315789473684,3.4210526315789473,3.8947368421052633,0.0
Stipe Miocic,33.1578947368421,40.03583888888889,0.4966111111111112,0.0,1.8102944444444447,0.4052777777777778,0.21052631578947367,1.894736842105263,537.3529411764706,0.0,113.79262631578946,193.04,3.6315789473684212,1.631578947368421,-81.78947368421052,203.19999999999996,21.789473684210527,1.9473684210526316,240.0,7.368421052631579,0.0,0.0,2.736842105263158,4.631578947368421,0.0,0.0
Charles Oliveira,27.181818181818183,15.085487096774193,0.52059375,1.73291875,1.36965,0.3505,0.5151515151515151,2.3636363636363638,555.8214285714286,0.0,101.941140625,177.87696969696972,4.848484848484849,6.03030303030303,-96.21875,188.11393939393943,30.12121212121212,0.5454545454545454,155.0,10.363636363636363,0.0,0.0,0.8484848484848485,0.7575757575757576,8.303030303030303,0.0
Michael Chandler,35.666666666666664,4.621666666666666,0.4749999999999999,1.0666666666666667,2.1166666666666667,0.38833333333333325,0.6666666666666666,1.0,563.0,0.0,126.71428,172.72,2.8333333333333335,1.3333333333333333,51.0,180.34,7.833333333333333,0.6666666666666666,155.0,3.1666666666666665,0.0,0.0,0.0,2.1666666666666665,1.0,0.0
Bo Nickal,27.5,1.8924999999999998,0.6225,6.525,6.4975000000000005,0.5,0.0,3.5,866.6666666666666,0.0,6.933433333333333,185.42,3.5,0.0,-1450.0,193.04,3.75,0.0,185.0,3.5,0.0,0.0,0.0,0.5,3.0,0.0
Paul Craig,32.388888888888886,8.18235294117647,0.49617647058823533,1.5470588235294118,1.4119588235294118,0.226,0.6111111111111112,1.0555555555555556,950.5555555555555,0.5555555555555556,239.10875555555555,190.5,2.111111111111111,3.7222222222222223,202.66666666666666,193.04,16.88888888888889,0.0,197.22222222222223,4.777777777777778,0.0,0.0,0.0,1.0,3.7777777777777777,0.0
Viviane Araujo,34.5,4.351999999999999,0.4739166666666666,0.36363636363636365,2.062727272727273,0.52,0.5,0.6666666666666666,180.0,0.0,130.23931666666667,162.55999999999997,1.75,1.9166666666666667,37.416666666666664,172.72,17.166666666666668,0.0,125.83333333333333,3.5833333333333335,0.0,0.0,2.6666666666666665,0.9166666666666666,0.0,0.0
Karine Silva,29.2,2.7439999999999998,0.35600000000000004,2.1399999999999997,3.4299999999999997,0.6759999999999999,0.0,3.0,208.33333333333334,0.0,53.66479999999999,165.1,3.0,0.0,-210.0,170.18,4.4,0.0,125.0,3.0,0.0,0.0,0.2,0.0,2.8,0.0
Mauricio Ruffy,27.5,4.79,0.59,0.0,0.0,0.0,0.0,1.5,180.0,0.0,10.0,180.34,1.5,0.0,-1000.0,190.5,3.5,0.0,155.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0
James Llontop,24.666666666666668,5.4433333333333325,0.42333333333333334,0.0,0.0,0.0,1.0,0.3333333333333333,666.6666666666666,0.0,293.99266666666665,182.88,1.0,1.0,135.0,185.42,4.666666666666667,0.0,155.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Jonathan Martinez,27.933333333333334,9.03357142857143,0.495,0.05714285714285715,0.505,0.3642857142857143,0.26666666666666666,1.8,187.93333333333334,0.0,87.83115333333333,172.71999999999994,2.6,2.2666666666666666,-84.66666666666667,177.80000000000004,20.066666666666666,0.0,135.66666666666666,4.733333333333333,0.0,0.0,2.8666666666666667,1.8666666666666667,0.0,0.0
Marcus McGhee,33.0,5.5874999999999995,0.5025,0.7250000000000001,0.745,0.33,0.0,1.5,412.5,0.0,73.281375,172.72,1.5,0.0,-145.5,175.26,2.5,0.0,135.0,1.5,0.0,0.0,0.0,0.75,0.75,0.0
Jim Miller,33.26315789473684,19.043023684210528,0.3731842105263158,1.751331578947368,1.509228947368421,0.4355526315789473,0.6842105263157895,1.3157894736842106,360.7741935483871,0.0,119.0953189189189,172.72000000000003,6.7368421052631575,8.842105263157896,-8.135135135135135,180.34000000000003,58.21052631578947,0.0,155.0,16.105263157894736,0.0,1.2105263157894737,5.2368421052631575,2.8947368421052633,6.7894736842105265,0.0
Damon Jackson,33.166666666666664,2.8354545454545454,0.4063636363636363,1.2818181818181817,2.191818181818182,0.31272727272727274,0.5,1.0,361.0,0.9166666666666666,125.46343636363636,180.34,2.3333333333333335,2.3333333333333335,-11.818181818181818,180.34,16.0,0.0,146.66666666666666,3.1666666666666665,0.0,0.16666666666666666,1.1666666666666667,0.4166666666666667,1.4166666666666667,0.0
David Onama,28.285714285714285,5.119999999999999,0.4828571428571428,0.5142857142857143,0.6785714285714286,0.1742857142857143,0.2857142857142857,0.8571428571428571,478.57142857142856,0.0,104.9891142857143,180.33999999999997,1.2857142857142858,1.2857142857142858,-300.14285714285717,187.96,6.714285714285714,0.0,145.0,1.7142857142857142,0.0,0.0,0.14285714285714285,1.0,0.5714285714285714,0.0
Roberto Romero,24.0,4.93,0.47,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,850.0,172.72,0.0,0.0,850.0,177.8,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Tybura,34.095238095238095,18.506385,0.48845,0.08048000000000001,1.3079049999999999,0.404,0.47619047619047616,1.2857142857142858,420.95238095238096,0.0,122.99947619047619,190.5,3.3333333333333335,4.095238095238095,-10.80952380952381,198.11999999999998,25.80952380952381,0.0,249.0,5.9523809523809526,0.23809523809523808,0.0,2.857142857142857,2.380952380952381,0.09523809523809523,0.0
Jhonata Diniz,32.666666666666664,3.8466666666666662,0.53,0.0,0.0,0.0,0.0,2.0,650.0,0.0,86.9565,193.04,2.0,0.0,-115.0,200.66,3.3333333333333335,0.0,254.0,2.0,0.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.0
Mickey Gall,27.46153846153846,5.080275,0.4810833333333333,1.875,1.005,0.38225,0.6923076923076923,0.6923076923076923,491.6363636363636,0.0,95.9219,187.96,2.5384615384615383,2.076923076923077,-95.0,187.96,11.0,0.0,170.0,3.923076923076923,0.0,0.0,0.46153846153846156,0.0,3.4615384615384617,0.0
Ramiz Brahimaj,29.166666666666668,1.7716666666666667,0.3383333333333333,1.2166666666666668,1.3983333333333334,0.39999999999999997,0.5,0.3333333333333333,393.3333333333333,0.0,87.18925,177.79999999999998,0.6666666666666666,1.5,-59.333333333333336,183.3033333333333,5.5,0.0,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Bassil Hafez,31.666666666666668,4.0566666666666675,0.3866666666666667,0.0,2.736666666666667,0.24,0.3333333333333333,0.3333333333333333,900.0,0.0,340.0,180.34,0.3333333333333333,0.6666666666666666,340.0,182.88,3.0,0.0,170.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
Oban Elliott,26.0,3.966666666666667,0.4766666666666666,0.0,2.5,0.5,0.0,2.0,45.0,0.0,29.286949999999997,182.88,2.0,0.0,-345.0,182.88,6.0,0.0,170.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Veronica Hardy,28.0,3.1274999999999995,0.45,0.3,1.0425,0.41,0.25,1.5,120.0,0.0,182.37290000000002,162.56,1.75,4.0,81.0,162.56,16.5,0.0,125.0,2.5,0.0,0.5,1.0,0.0,1.0,0.0
Eduarda Moura,29.666666666666668,2.9266666666666663,0.5433333333333333,0.5333333333333333,4.89,0.31666666666666665,0.3333333333333333,1.0,,0.0,,167.64,1.6666666666666667,0.3333333333333333,,167.64,3.3333333333333335,0.0,121.66666666666667,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
Neil Magny,30.441176470588236,27.14980303030303,0.4450606060606061,0.1613363636363636,2.297042424242424,0.45669696969696977,0.35294117647058826,1.5,277.38235294117646,0.0,163.62443823529412,190.5,5.647058823529412,4.764705882352941,18.764705882352942,203.2,44.088235294117645,0.0,170.0,11.735294117647058,0.0,1.0294117647058822,6.411764705882353,3.3823529411764706,0.9117647058823529,0.0
Carlos Prates,30.5,4.475,0.5575,0.0,0.11,0.25,0.0,2.5,500.0,0.0,25.216633333333334,185.42,2.5,0.0,-489.3333333333333,198.12,4.5,0.0,170.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0
Gerald Meerschaert,32.27272727272727,6.693652380952381,0.44361904761904764,1.4158761904761905,1.8199999999999998,0.30652380952380953,0.5454545454545454,0.8181818181818182,607.45,0.0,161.8355,185.42000000000002,2.1818181818181817,4.409090909090909,107.35,195.58,20.272727272727273,0.0,185.0,6.090909090909091,0.0,0.0,0.0,0.8181818181818182,5.2727272727272725,0.0
Reinier de Ridder,34.0,3.24,0.57,1.3,6.39,0.38,0.0,0.0,200.0,0.0,32.2581,193.04,0.0,0.0,-310.0,198.12,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston Bolanos,31.0,3.8333333333333335,0.4533333333333333,0.0,0.26,0.3333333333333333,0.3333333333333333,0.3333333333333333,520.0,0.0,154.21053333333333,170.18,0.6666666666666666,0.3333333333333333,73.33333333333333,175.26,2.6666666666666665,0.0,135.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
Cortavious Romious,30.0,2.1,0.37,1.0,1.97,0.66,0.0,1.0,275.0,0.0,40.0,162.56,1.0,1.0,-250.0,172.72,4.0,0.0,135.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Luana Pinheiro,30.0,3.8699999999999997,0.4166666666666667,0.16666666666666666,3.561666666666666,0.41333333333333333,0.5,1.6666666666666667,308.0,0.0,143.98689999999996,157.48,3.0,0.5,-25.2,157.48,6.666666666666667,0.0,115.0,3.0,0.0,0.5,0.6666666666666666,1.0,0.0,0.0
Gillian Robertson,25.61111111111111,3.4252941176470593,0.4636470588235294,1.0803941176470588,2.4743117647058823,0.5229411764705882,0.3888888888888889,0.8888888888888888,318.8235294117647,0.0,81.53416470588235,165.2411111111111,1.8333333333333333,2.888888888888889,-105.05882352941177,160.7255555555556,16.0,0.0,120.55555555555556,5.388888888888889,0.0,0.0,0.5555555555555556,0.7777777777777778,3.888888888888889,0.0
Mansur Abdul-Malik,27.0,6.61,0.54,0.0,0.0,0.0,0.0,1.0,600.0,0.0,20.6186,187.96,1.0,0.0,-485.0,200.66,2.0,0.0,185.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Dusko Todorovic,27.5,6.0075,0.59625,0.0,0.72,0.08875,0.625,0.5,340.0,0.0,128.030125,185.42,1.75,1.875,-37.625,187.96,8.5,0.0,185.0,2.5,0.0,0.0,0.875,1.625,0.0,0.0
Karolina Kowalkiewicz,33.72222222222222,43.902976470588236,0.3932941176470588,0.07647058823529412,0.16798235294117647,0.11782352941176472,1.0555555555555556,1.0555555555555556,166.75,0.0,145.78783750000002,160.02,2.7777777777777777,3.7777777777777777,4.4375,162.56,23.555555555555557,0.7777777777777778,115.0,4.722222222222222,0.0,1.4444444444444444,3.0,0.0,0.2777777777777778,0.0
